access	/ˈækˌsɛs/	v. 获取 n. 接近，入口
crucial	/ˈkɹuʃəɫ/	adj. 至关重要的， 决定性的
contribute	/kənˈtɹɪbjut/	v. 捐献， 捐款； 投稿
faith	/ˈfeɪθ/	n. 信任； 信心； 信仰， 信条； 忠诚
generator	/ˈdʒɛnɝˌeɪtɝ/	n. 发电机； 发生器
insert	/ˈɪnˌsɝt/, /ˌɪnˈsɝt/	vt. 插入， 嵌入； 登载
remark	/ɹiˈmɑɹk/, /ɹɪˈmɑɹk/	vt. 说；评论说 n. 话语； 谈论， 评论
forbid	/fɝˈbɪd/, /fɔˈbɪd/	vt. 禁止， 不许， 阻止
microscope	/ˈmaɪkɹəˌskoʊp/	n. 显微镜
necessarily	/ˌnɛsəˈsɛɹəɫi/	adv. 必要地； 必然
highlight	/ˈhaɪˌɫaɪt/	vt. 强调，突出，使显著 n. 最精彩的部分； 最重要的事件
candidate	/ˈkændədeɪt/, /ˈkænədɪt/	n. 候选人； 投考者， 申请求职者
billion	/ˈbɪɫjən/	num. 十亿
parallel	/ˈpɛɹəˌɫɛɫ/	adj. 平行的；类似的；并列的，并联的 n. 可相比拟的事物；相似处；平行线，平行面；纬线 vt. 与…平行； 与…相似， 与…相当， 比得上
reject	/ˈɹidʒɛkt/, /ɹɪˈdʒɛkt/	vt. 拒绝； 拒纳， 退回 n. 次品
patient	/ˈpeɪʃənt/	adj. 忍耐的，有耐心的 n. 病人
cashier	/kæˈʃɪɹ/	n. 出纳
sheer	/ˈʃɪɹ/	adv. 垂直地，陡峭地 vi. 急转向， 偏离 adj. 完全的，十足的；陡峭的，垂直的；极薄的，透明的
miracle	/ˈmɪɹəkəɫ/	n. 奇迹， 令人惊奇的人
profit	/ˈpɹɑfət/, /ˈpɹɑfɪt/	vi. 受益 n. 益处；利润，收益 vt. 有益于，有利于
original	/ɝˈɪdʒənəɫ/	adj. 最初的；新颖的；原版的 n. 原件， 原作
wit	/ˈwɪt/	n. 风趣； 妙语； 智力， 才智， 智能
handful	/ˈhændˌfʊɫ/	n. 一把， 少数， 一小撮
assignment	/əˈsaɪnmənt/	n. 任务， 指定的作业； 分配， 指派
nylon	/ˈnaɪˌɫɑn/	n. 尼龙
yawn	/ˈjɔn/	vi. 打呵欠 n. 呵欠
electric	/ɪˈɫɛktɹɪk/	adj. 电的， 电动的
terminal	/ˈtɝmənəɫ/	adj. 晚期的，不治的；末端的，终点的，极限的 n. 终点； 终端； 接线端
kingdom	/ˈkɪŋdəm/	n. 王国； 领域； 界
differ	/ˈdɪfɝ/	vi. 不同， 相异； 发生分歧
various	/ˈvɛɹiəs/	adj. 各种各样的， 不同的
latter	/ˈɫætɝ/	adj. 后者的； 后一半的
depression	/dɪˈpɹɛʃən/	n. 抑郁， 沮丧； 不景气， 萧条； 洼地， 凹陷
reduction	/ɹəˈdəkʃən/, /ɹiˈdəkʃən/	n. 减少， 缩小； 下降， 降低
extent	/ɪkˈstɛnt/	n. 广度； 范围； 程度
equivalent	/ɪˈkwɪvəɫənt/	adj. 相等的，等量的 n. 相等物， 等价物
gaol	 vt. 监禁 n. 监狱
conversely	/ˈkɑnvɝsɫi/	adv. 相反
sauce	/ˈsɔs/	n. 调味汁， 作料
ban	/ˈbæn/	vt. 取缔，查禁；禁止 n. 禁止， 禁令
fascinate	/ˈfæsəˌneɪt/	vi. 有吸引力， 迷人 vt. 迷住，强烈吸引
suffer	/ˈsəfɝ/	v. 遭受， 忍受， 容许； 受痛苦， 受损
diplomatic	/ˌdɪpɫəˈmætɪk/	adj. 外交的， 从事外交的； 策略的， 有手腕的
bat	/ˈbæt/	n. 蝙蝠； 球棒， 球拍
neighbourhood	/ˈneɪbɝˌhʊd/	n. 四邻； 附近； 接近
draft	/ˈdɹæft/	n. 草稿；汇票；征兵；通风 vt. 起草； 征募
complex	/ˈkɑmpɫɛks/, /kəmˈpɫɛks/	adj. 由许多部分组成的， 复合的； 复杂的， 难懂的
rank	/ˈɹæŋk/	v. 给…评定等级； 列入， 占特定等级 n. 军衔，职衔；地位，社会阶层；排，行列
assumption	/əˈsəmpʃən/	n. 假定， 臆断； 担任， 承担
pension	/ˈpɛnʃən/	n. 养老金，抚恤金 vt. 发给…养老金
giant	/ˈdʒaɪənt/	adj. 巨大的 n. 巨人，巨物；才智超群的人
fluid	/ˈfɫuəd/, /ˈfɫuɪd/	adj. 流动的 n. 流体，液体
bay	/ˈbeɪ/	n. 湾； 分隔间
outlet	/ˈaʊtˌɫɛt/	n. 出口， 出路； 发泄途径
neglect	/nəˈɡɫɛkt/, /nɪˈɡɫɛkt/	v. 疏于照料；疏忽 n. 疏忽
addition	/əˈdɪʃən/	n. 加， 加法； 附加物
gang	/ˈɡæŋ/	vi. 聚集， 结成一伙 n. 一帮，一伙
shrink	/ˈʃɹɪŋk/	v. 起皱； 收缩； 退缩， 畏缩
ancestor	/ˈænˌsɛstɝ/	n. 祖宗， 祖先； 原型； 先驱
textile	/ˈtɛkˌstaɪɫ/	adj. 纺织的 n. 纺织品；纺织业
former	/ˈfɔɹmɝ/	adj. 在前的 n. 前者
panic	/ˈpænɪk/	v. 恐慌， 惊慌失措 n. 恐慌，惊慌，慌乱
extend	/ɪkˈstɛnd/	v. 延长， 扩大； 提供， 给予； 伸展， 达到
fold	/ˈfoʊɫd/	v. 折叠，合拢 n. 褶， 折叠的部分
plastic	/ˈpɫæstɪk/	adj. 塑料的；可塑的 n. 塑料， 塑料制品； 信用卡
globe	/ˈɡɫoʊb/	n. 地球， 世界； 地球仪； 球体
chemical	/ˈkɛməkəɫ/, /ˈkɛmɪkəɫ/	adj. 化学的 n. 化学制品
interpretation	/ˌɪnˌtɝpɹɪˈteɪʃən/	n. 解释； 口译； 艺术处理
ax	/ˈæks/	n. 斧子
intermediate	/ˌɪnɝˈmidiɪt/, /ˌɪntɝˈmidiɪt/	adj. 中间的； 中级的
folk	/ˈfoʊk/	n. 人们； 家属， 亲属； 大伙儿， 各位
consideration	/kənˌsɪdɝˈeɪʃən/	n. 考虑， 思考， 要考虑的事； 体贴， 关心
competitive	/kəmˈpɛtətɪv/, /kəmˈpɛtɪtɪv/	adj. 竞争的， 比赛的； 好竞争的， 求胜心切的； 有竞争力的
enquiry	/ɪnˈkwaɪˌɹi/	n. 询问
applause	/əˈpɫɔz/	n. 鼓掌， 掌声
frank	/ˈfɹæŋk/	adj. 坦白的， 直率的
abuse	/əbˈjus/, /əbˈjuz/	vt. 滥用； 虐待， 伤害； 辱骂， 毁谤 n. 滥用； 虐待， 伤害； 辱骂， 毁谤
prove	/ˈpɹuv/	v. 证实， 证明； 结果是
scheme	/ˈskim/	v. 密谋， 策划 n. 计划，方案；阴谋
affect	/əˈfɛkt/	vt. 影响； 感动
deaf	/ˈdɛf/	adj. 聋的； 不愿听的
admire	/ædˈmaɪɹ/	vt. 钦佩， 羡慕； 赞赏， 称赞， 夸奖
consequently	/ˈkɑnsəˌkwɛntɫi/, /ˈkɑnsəkwəntɫi/	adv. 因此， 因而， 所以
virus	/ˈvaɪɹəs/	n. 病毒； 病毒性疾病， 病毒病
drain	/ˈdɹeɪn/	v. 排去，放水 n. 耗竭； 排水沟， 排水管
isolate	/ˈaɪsəˌɫeɪt/	vt. 使隔离， 使孤立
sailor	/ˈseɪɫɝ/	n. 水手， 海员
amuse	/əmˈjuz/	vt. 逗…乐， 给…娱乐
inward	/ˈɪnwɝd/	adv. 向内 adj. 里面的；内心的
responsibility	/ɹiˌspɑnsəˈbɪɫəti/	n. 责任， 责任心； 职责， 义务
enquire	/ɪnˈkwaɪɝ/	v. 询问
civil	/ˈsɪvəɫ/	adj. 公民的； 文职的； 民用的； 民事的， 民法的； 文明的
popularity	/ˌpɑpjəˈɫɛɹəti/	n. 普及， 流行； 声望
subsequent	/ˈsəbsəkwənt/	adj. 随后的， 后来的
indicate	/ˈɪndəˌkeɪt/	vt. 标示， 表示， 表明
scarcely	/ˈskɛɹsɫi/	adv. 几乎不， 简直不； 决不； 刚刚， 才
panel	/ˈpænəɫ/	n. 专门小组； 面， 板； 控制板， 仪表盘
outstanding	/ˌaʊtˈstændɪŋ/	adj. 突出的， 杰出的； 未解决的； 未偿付的
charge	/ˈtʃɑɹdʒ/	v. 索价；控告；充电，充满；向前冲 n. 费用； 管理； 控告， 指责； 电荷， 充电
sew	/ˈsoʊ/	v. 缝制， 缝纫
oval	/ˈoʊvəɫ/	adj. 椭圆形的 n. 椭圆形
column	/ˈkɑɫəm/	n. 柱， 支柱， 圆柱； 纵队； 栏， 专栏
procedure	/pɹəˈsidʒɝ/, /pɹoʊˈsidʒɝ/	n. 程序， 手续， 步骤
sample	/ˈsæmpəɫ/	n. 样品，试样，样本 vt. 从…抽样； 品尝， 体验
integrate	/ˈɪnəˌɡɹeɪt/, /ˈɪntəˌɡɹeɪt/	v. 成为一体， 合并
survivor	/sɝˈvaɪvɝ/	n. 生还者； 残存物
applicant	/ˈæpɫɪkənt/	n. 申请人
tropical	/ˈtɹɑpɪkəɫ/	adj. 热带的； 炎热的
partner	/ˈpɑɹtnɝ/	vi. 做…的搭档 n. 伙伴，合伙人，搭档，配偶
plunge	/ˈpɫəndʒ/	n&v. 纵身投入， 猛冲； 猛跌
diagnose	/ˌdaɪəɡˈnoʊs/	vt. 诊断
somewhat	/ˈsəmˈwət/, /ˈsəmhˈwət/	adv. 有点儿 pron. 一点儿
earnest	/ˈɝnɪst/	adj. 认真的， 诚恳的
spider	/ˈspaɪdɝ/	n. 蜘蛛
interview	/ˈɪntɝvˌju/	n&vt. 接见， 会见； 面谈， 面试； 采访
essential	/ɛˈsɛnʃəɫ/, /iˈsɛnʃəɫ/	adj. 必要的；本质的 n. 要素； 必需品
clarify	/ˈkɫɛɹəˌfaɪ/	vt. 澄清， 阐明
furnace	/ˈfɝnəs/	n. 炉子， 熔炉， 鼓风炉
ditch	/ˈdɪtʃ/	n. 沟， 沟渠， 渠道
deck	/ˈdɛk/	n. 甲板， 舱面； 层面
scare	/ˈskɛɹ/	v. 吓， 使害怕； 受惊吓， 感到害怕 n. 惊恐，恐慌
thunder	/ˈθəndɝ/	vi. 打雷， 轰隆响； 大声喊， 吼 n. 雷，雷声；擂鼓般的响声，轰隆声
observe	/əbˈzɝv/	vt. 注意到， 观察； 评说； 遵守
humorous	/ˈhjumɝəs/	adj. 幽默的， 诙谐的
furnish	/ˈfɝnɪʃ/	vt. 供应， 提供； 装备
bet	/ˈbɛt/	vt. 打赌；敢说，确信 n. 打赌； 赌金， 赌注
contact	/ˈkɑnˌtækt/	n. 接触；联系，交往 vt. 与…接触， 与…取得联系
rare	/ˈɹɛɹ/	adj. 稀有的， 冷僻的； 珍奇的； 出类拔萃的； 稀薄的； 煎得嫩的
discharge	/ˈdɪsˌtʃɑɹdʒ/, /dɪsˈtʃɑɹdʒ/	v. 释放， 排出； 卸货 n. 释放， 放电
exclude	/ɪkˈskɫud/	vt. 把…排除在外
scary	/ˈskɛɹi/	adj. 引起惊慌的
criticism	/ˈkɹɪtɪˌsɪzəm/	n. 批评， 批判； 评论， 评论文章
utmost	/ˈətˌmoʊst/	adj. 最远的 n. 极限
image	/ˈɪmədʒ/, /ˈɪmɪdʒ/	n. 像； 形象； 映像； 形象的描述
consultancy	/kənˈsəɫtənsi/	n. 咨询公司
ribbon	/ˈɹɪbən/	n. 缎带， 丝带； 色带
garbage	/ˈɡɑɹbɪdʒ/	n. 垃圾， 废物； 废话； 无用的资料
complain	/kəmˈpɫeɪn/	vi. 抱怨， 诉苦； 控告， 投诉
mainland	/ˈmeɪnˌɫænd/, /ˈmeɪnɫənd/	n. 大陆
homogeneous	/ˌhoʊməˈdʒiniəs/	adj. 同种类的， 同性质的， 有相同特征的
anxiety	/æŋˈzaɪəti/	n. 焦虑， 忧虑； 渴望， 热望
temptation	/tɛmˈteɪʃən/	n. 诱惑， 引诱
adjust	/əˈdʒəst/	vt. 调整， 调节， 校正
popularize	/ˈpɑpjəɫɝˌaɪz/	vt. 普及
burst	/ˈbɝst/	vi. 爆裂，爆炸；挤满；突然打开；突然发作 vt. 使爆炸；突然打开 n. 爆炸
vigorous	/ˈvɪɡɝəs/	adj. 朝气蓬勃的； 有力的， 用力的
debt	/ˈdɛt/	n. 债， 债务， 欠债
refrigerator	/ɹəˈfɹɪdʒɝˌeɪtɝ/, /ɹɪˈfɹɪdʒɝˌeɪtɝ/	n. 冰箱， 冷藏库
necessity	/nəˈsɛsəti/, /nəˈsɛsɪti/	n. 必需品； 必要性， 需要
fog	/ˈfɑɡ/, /ˈfɔɡ/	n. 雾， 烟雾， 尘雾
frame	/ˈfɹeɪm/	n. 框架，框子，构架 vt. 给…镶框； 陷害， 诬告； 制定； 表达
lucky	/ˈɫəki/	adj. 幸运的， 侥幸的； 吉利的
origin	/ˈɔɹədʒən/	n. 起源， 起因； 出身， 血统
industrialize	/ˌɪnˈdəstɹiəˌɫaɪz/	v. 工业化
clash	/ˈkɫæʃ/	vi. 发生冲突；不协调；砰地相撞，发出刺耳的撞击声 n. 冲突； 不协调； 刺耳的撞击声
compel	/kəmˈpɛɫ/	vt. 强迫， 迫使屈服
capable	/ˈkeɪpəbəɫ/	adj. 有能力的， 有才能的
depress	/dɪˈpɹɛs/	vt. 使沮丧； 使不景气； 削弱， 抑制
parade	/pɝˈeɪd/	v. 游行， 列队前进； 招摇而行 n. 游行；检阅
burden	/ˈbɝdən/	n. 重担，精神负担 vt. 加重压于， 烦扰； 负担， 装载
precaution	/pɹiˈkɔʃən/	n. 预防； 防备， 警惕
lemon	/ˈɫɛmən/	n. 柠檬； 柠檬树； 柠檬黄， 淡黄色
personality	/ˌpɝsəˈnæɫɪti/	n. 人格， 个性； 人物， 名人
plot	/ˈpɫɑt/	v. 密谋， 计划； 绘制…的平面图， 在图上标绘…的位置 n. 故事情节；计划，密谋；小块土地
sanction	/ˈsæŋkʃən/	vt. 批准，认可 n. 批准， 认可； 约束因素， 约束力； 国际制裁
rate	/ˈɹeɪt/	vi. 被评价； 被列入特定级别 n. 速度，速率；比率；价格，费用；等级 vt. 评估；给…定级，把…列为；值得，应得
alert	/əˈɫɝt/	adj. 警觉的，留神的，注意的 vt. 使认识到，使意识到 n. 警戒， 戒备； 警报
await	/əˈweɪt/	vt. 等候； 期待； 将降临到…身上
sin	/ˈsɪn/	vi. 犯戒律， 犯过失 n. 罪，罪孽
client	/ˈkɫaɪənt/	n. 委托人， 当事人， 顾客
prosperity	/pɹɑˈspɛɹəti/	n. 繁荣， 兴旺
divide	/dɪˈvaɪd/	v. 分，分开；分配，分享；除；产生分歧 n. 分歧； 分界线， 分水岭
contrary	/ˈkɑntɹɛɹi/, /kənˈtɹɛɹi/	adj. 相反的 n. 相反
lump	/ˈɫəmp/	v. 结块； 将…归并在一起 n. 块，肿块
digital	/ˈdɪdʒətəɫ/, /ˈdɪdʒɪtəɫ/	adj. 数字的， 数位的
brilliant	/ˈbɹɪɫjənt/	adj. 光辉的； 卓越的
historic	/hɪˈstɔɹɪk/	adj. 历史上著名的， 具有重大历史意义的
oven	/ˈəvən/	n. 炉， 烤箱
bound	/ˈbaʊnd/	vi. 跳跃；弹回，反跃 adj. 一定的；有义务的 vt. 跳跃；弹回，反跃；成为…的界限，给…划界 n. 跳跃； 界限， 限制
counter	/ˈkaʊntɝ/	n. 柜台； 计数器； 筹码
rhythm	/ˈɹɪðəm/	n. 韵律， 节奏
stroke	/ˈstɹoʊk/	n. 中风；一举，一次努力；划桨，划水；击，敲；报时的钟声；笔画，一笔；抚摸 vt. 抚摸
breed	/ˈbɹid/	v. 繁殖； 养育， 培育； 酿成， 产生 n. 品种
management	/ˈmænədʒmənt/, /ˈmænɪdʒmənt/	n. 管理； 处理； 管理部门； 管理人员
publish	/ˈpəbɫɪʃ/	vt. 公布， 发表； 出版， 刊印
realm	/ˈɹɛɫm/	n. 界， 领域， 范围； 王国， 国度
correspondent	/ˌkɔɹəˈspɑndənt/	n. 通讯员， 记者
avoid	/əˈvɔɪd/	vt. 避免， 躲开； 撤销
renew	/ɹɪˈnu/	v. 重新开始， 继续； 更新； 恢复； 延长有效期
bid	/ˈbɪd/	n. 企图，努力；喊价，出价，投标 vt. 喊价， 投标， 出； 祝， 表示； 命令
prompt	/ˈpɹɑmpt/	adj. 敏捷的，及时的 vt. 促使，推动；提示 n. 提示台词， 提示
astonish	/əˈstɑnɪʃ/	vt. 使惊讶， 使吃惊
comprehensive	/ˌkɑmpɹiˈhɛnsɪv/	adj. 广泛的， 综合的； 理解的
tunnel	/ˈtənəɫ/	v. 挖， 开 n. 隧道，坑道，地道
withdraw	/wɪðˈdɹɔ/, /wɪθˈdɹɔ/	v. 收回， 撤回； 撤退
assign	/əˈsaɪn/	vt. 指派， 分配， 布置； 指定
elaborate	/ɪˈɫæbɝˌeɪt/, /ɪˈɫæbɹət/	adj. 复杂的； 精心制作的 v. 详述， 详细制订
feather	/ˈfɛðɝ/	n. 羽毛， 翎毛
corridor	/ˈkɔɹədɝ/, /ˈkɔɹɪdɝ/	n. 走廊， 回廊， 通路
decade	/ˈdɛkeɪd/, /dɛˈkeɪd/	n. 十年， 十年期
expert	/ˈɛkspɝt/	adj. 熟练的 n. 专家
select	/səˈɫɛkt/	adj. 精选的， 挑选出来的； 优等的， 第一流的 vt. 选择，挑选
fulfill	/fʊɫˈfɪɫ/	vt. 履行， 实现， 完成； 满足， 使满意
crowd	/ˈkɹaʊd/	v. 聚集； 挤满； 挤； 推 n. 群，一批
congress	/ˈkɑŋɡɹəs/	n. 代表大会； [C-]国会， 议会
advanced	/ədˈvænst/	adj. 先进的； 高级的； 年迈的； 后阶段的
mechanical	/məˈkænɪkəɫ/	adj. 机械的， 机械制造的； 机械学的， 力学的； 呆板的
recommendation	/ˌɹɛkəmənˈdeɪʃən/	n. 推荐， 推荐信； 建议； 优点， 可取之处
welfare	/ˈwɛɫˌfɛɹ/	n. 幸福； 福利， 福利救济
flourish	/ˈfɫɝɪʃ/	vi. 繁荣，茂盛，兴旺 vt. 挥动
output	/ˈaʊtˌpʊt/	n. 产量；输出；输出功率 vt. 输出
fatigue	/fəˈtiɡ/	v. 疲劳 n. 疲劳，劳累
striking	/ˈstɹaɪkɪŋ/	adj. 显著的， 突出的； 惹人注目的， 容貌出众的
vessel	/ˈvɛsəɫ/	n. 容器； 船； 飞船； 管
majority	/məˈdʒɔɹəti/	n. 多数， 大多数
drag	/ˈdɹæɡ/	v. 拖，拉；迫使，硬拉；拖着脚步走 n. 累赘； 一吸， 一抽
crown	/ˈkɹaʊn/	n. 王冠， 冕
likely	/ˈɫaɪkɫi/	adv. 可能 adj. 可能的；适合的
inquire	/ˌɪnˈkwaɪɹ/	v. 打听， 询问； 调查
gymnasium	/dʒɪmˈneɪziəm/	n. 体育馆， 健身房
issue	/ˈɪʃu/	v. 发行， 分发， 发出 n. 问题；发行，分发
vain	/ˈveɪn/	adj. 徒劳的； 自负的
lower	/ˈɫoʊɝ/	adj. 较低的；下面的 vt. 放下， 降低
index	/ˈɪndɛks/	n. 索引； 指数， 指标
fry	/ˈfɹaɪ/	vt. 油煎， 油炸， 油炒
youngster	/ˈjəŋstɝ/	n. 青年， 年轻人， 孩子
odd	/ˈɑd/	adj. 奇特的； 临时的； 奇数的； 单只的； 剩余的， 挂零的
lung	/ˈɫəŋ/	n. 肺
conservation	/ˌkɑnsɝˈveɪʃən/	n. 保存； 保护； 守恒
distraction	/dɪˈstɹækʃən/	n. 分心的事； 心烦意乱； 精神错乱； 娱乐， 消遣
supplement	/ˈsəpɫəmənt/, /ˌsəpɫəˈmɛnt/	n. 增补， 补充； 增刊， 副刊 vt. 增补， 补充
contrast	/ˈkɑntɹæst/, /kənˈtɹæst/	vi. 形成对比， 对比之下显出区别 n. 对比， 对照； 反差 vt. 对比，对照
paragraph	/ˈpæɹəˌɡɹæf/, /ˈpɛɹəˌɡɹæf/	n. 段， 节
judgement	/ˈdʒədʒmənt/	n. 意见； 审判； 判断
proportion	/pɹəˈpɔɹʃən/	n. 比例； 部分， 份儿； 均衡， 相称
widen	/ˈwaɪdən/	v. 加宽， 变宽
crystal	/ˈkɹɪstəɫ/	n. 水晶， 结晶体， 晶粒
occurrence	/əˈkɝəns/	n. 发生， 出现； 发生的事件
inflation	/ˌɪnˈfɫeɪʃən/	n. 通货膨胀； 膨胀
thinking	/ˈθɪŋkɪŋ/	adj. 深思的， 有理性的 n. 想法，意见，见解
cycle	/ˈsaɪkəɫ/	n. 循环（周期） v. 骑自行车
disposal	/dɪˈspoʊzəɫ/	n. 丢掉， 销毁； 处理； 排列， 布置
settlement	/ˈsɛtəɫmənt/	n. 解决； 协议； 居留地
delegate	/ˈdɛɫəˌɡeɪt/, /ˈdɛɫəɡət/	n. 代表， 代表团成员 vt. 委派…为代表； 授 ， 把…委托给
literature	/ˈɫɪtɝətʃɝ/	n. 文学， 文学作品； 文献， 图书资料
sphere	/ˈsfɪɹ/	n. 球， 球体； 范围
inquiry	/ˌɪnˈkwaɪˌɹi/, /ɪnkwɝɹi/	n. 询问， 打听； 调查
prejudice	/ˈpɹɛdʒədɪs/	n. 偏见，成见 vt. 使有偏见； 对…不利， 损害
dissolve	/dɪˈzɑɫv/	v. 溶解； 解散； 消失， 减弱； 结束
digest	/ˈdaɪdʒɛst/, /daɪˈdʒɛst/	vt. 消化； 领会 n. 文摘； 摘要
angle	/ˈæŋɡəɫ/	n. 角， 角度； 观点， 立场
immigrant	/ˈɪməɡɹənt/	n. 移民， 侨民
tradition	/tɹəˈdɪʃən/	n. 传统， 惯例
ability	/əˈbɪɫəˌti/	n. 能力， 本领； 才能， 才智
urgent	/ˈɝdʒənt/	adj. 紧急的， 急迫的
belief	/bɪˈɫif/	n. 信任， 相信； 信念
bundle	/ˈbəndəɫ/	n. 捆，包，束；包袱 vt. 收集， 归拢； 把…塞入
suggestion	/səˈdʒɛstʃən/	n. 建议， 意见； 细微的迹象； 暗示
systematic	/ˌsɪstəˈmætɪk/	adj. 有系统的， 有计划的
cupboard	/ˈkəbɝd/	n. 柜橱； 碗碟橱， 食橱
generally	/ˈdʒɛnɝəɫi/, /ˈdʒɛnɹəɫi/	adv. 一般地， 通常地； 普遍地
bacon	/ˈbeɪkən/	n. 咸肉
likewise	/ˈɫaɪˌkwaɪz/	adv. 同样地； 也， 又
slender	/ˈsɫɛndɝ/	adj. 细长的， 苗条的； 微薄的， 不足的
troublesome	/ˈtɹəbəɫsəm/	adj. 令人烦恼的， 麻烦的
instruction	/ˌɪnˈstɹəkʃən/	n. 命令， 指示； 用法说明； 教学， 教导
oral	/ˈɔɹəɫ/	adj. 口头的； 口的
married	/ˈmɛɹid/	adj. 已婚的； 婚姻的
transaction	/tɹænˈzækʃən/	n. 办理， 处理； 交易， 业务； 会报， 学报
conscious	/ˈkɑnʃəs/	adj. 意识到的， 自觉的； 神志清醒的； 有意的， 存心的
fur	/ˈfɝ/	n. 软毛， 毛皮， 裘皮； 毛皮衣服
auto	/ˈɔtoʊ/	n. 汽车
sigh	/ˈsaɪ/	vi. 叹气， 叹息 n. 叹息
constant	/ˈkɑnstənt/	adj. 经常的，不断的，连续发生的；永恒的；忠实的，忠诚的 n. 常数， 恒量
pants	/ˈpænts/	n. 长裤， 便裤； 内裤
mislead	/mɪˈsɫid/	vt. 给…错误印象， 使误解； 把…带错路； 使误入歧途
split	/ˈspɫɪt/	v. 分裂，分离；被撕裂，裂开；分担，分享 n. 裂口
orchestra	/ˈɔɹkəstɹə/	n. 管弦乐队
publication	/ˌpəbɫɪˈkeɪʃən/	n. 出版， 发行； 公布， 发表
sufficient	/səˈfɪʃənt/	adj. 足够的， 充分的
claim	/ˈkɫeɪm/	vt. 声称，主张；对…提出要求，索取；以…为其成果；需要，值得 n. 要求， 认领， 索赔； 声称； 断言
antique	/ænˈtik/	adj. 古时的， 过时的 n. 古物，古董
sow	/ˈsaʊ/, /ˈsoʊ/	v. 播， 播种
widespread	/ˈwaɪdsˈpɹɛd/	adj. 分布广的， 普遍的
petroleum	/pəˈtɹoʊɫiəm/	n. 石油
communication	/kəmˌjunəˈkeɪʃən/	n. 通讯， 交流， 交际； 通信工具， 交通联系
directly	/daɪˈɹɛkɫi/, /dɝˈɛktɫi/, /diˈɹɛkɫi/, /dɪˈɹɛkɫi/	adv. 直接地； 正好地， 截然； 立即
tolerance	/ˈtɑɫɝəns/	n. 忍受， 容忍， 忍耐力； 公差
kneel	/ˈniɫ/	vi. 跪， 跪下， 跪着
porter	/ˈpɔɹtɝ/	n. 搬运工人； 看门人， 大楼管理员
fasten	/ˈfæsən/	v. 扎牢， 扣住
contest	/ˈkɑntɛst/, /kənˈtɛst/	n. 竞赛， 争夺 vt. 争夺， 与…竞争； 对…提出质疑， 辩驳
author	/ˈɔθɝ/	n. 著作家， 作者
dirt	/ˈdɝt/	n. 灰尘， 土； 污物， 污垢
astrophysics	/ˌæstɹoʊˈfɪzɪks/	n. 天体物理学
greenhouse	/ˈɡɹinˌhaʊs/	n. 温室， 暖房
preserve	/pɹəˈzɝv/, /pɹiˈzɝv/, /pɹɪˈzɝv/	vt. 保护， 维持； 保存； 腌制
plus	/ˈpɫəs/	adj. 表示加的；正的 prep. 加，加上 n. 加号， 正号
establish	/ɪˈstæbɫɪʃ/	vt. 建立， 设立； 确立； 证实
expansion	/ɪkˈspænʃən/, /ɪkˈspæntʃən/	n. 扩大， 扩充， 扩张， 膨胀
relevant	/ˈɹɛɫəvənt/	adj. 有关的， 切题的
entry	/ˈɛntɹi/	n. 入口处； 登记； 进入； 参赛者名单； 条目
license	/ˈɫaɪsəns/	n. 许可，执照 vt. 准许
synthetic	/sɪnˈθɛtɪk/	adj. 综合的， 合成的； 虚假的
headquarters	/ˈhɛdˌkɔɹtɝz/, /ˈhɛdˌkwɔɹtɝz/	n. 司令部， 总部
expand	/ɪkˈspænd/	vt. 扩大， 使膨胀
gaze	/ˈɡeɪz/	n&vi. 凝视， 盯， 注视
essay	/ˈɛˌseɪ/, /ɛˈseɪ/	n. 短文， 散文， 小品文
survey	/ˈsɝˌveɪ/, /sɝˈveɪ/	vt. 俯瞰； 检查； 测量 n. 调查， 勘察； 测量， 勘测； 全面审视， 概括论述
plug	/ˈpɫəɡ/	n. 插头，插座；塞子，栓 vt. 把…塞住， 用…塞住
bunch	/ˈbəntʃ/	vi. 集中， 挤在一起； 形成一束 n. 群，伙；束，串，捆 vt. 使成一束
thermometer	/θɝˈmɑmətɝ/	n. 温度计， 寒暑表
tense	/ˈtɛns/	adj. 拉紧的；紧张的 v. 拉紧， 绷紧 n. 时态
postpone	/poʊˈspoʊn/, /poʊstˈpoʊn/	vt. 延迟， 延期
bride	/ˈbɹaɪd/	n. 新娘
favourable	 adj. 有利的， 赞成的； 顺利的
hammer	/ˈhæmɝ/	v. 锤击 n. 锤，榔头
candy	/ˈkændi/	n. 糖果
seal	/ˈsiɫ/	n. 封铅，封条；印，图章；海豹 vt. 封
mental	/ˈmɛntəɫ/	adj. 心理的， 精神的， 思想上的； 精神病的； 智力的
decent	/ˈdisənt/	adj. 像样的， 过得去的， 体面的； 宽厚的， 大方的； 正派的； 合乎礼仪的， 得体的
storage	/ˈstɔɹədʒ/, /ˈstɔɹɪdʒ/	n. 贮藏； 贮藏量
investigate	/ˌɪnˈvɛstəˌɡeɪt/	v. 调查， 研究
